coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
120631,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:b2650783-2a14-4cef-a78a-50592d23f1ed,"2019-06-03 11:13:24"
120631,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:eafb07cb-e64c-4a42-8353-4af4a09b9f3f,"2019-06-03 11:13:24"
120616,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:98511cac-5085-4bf8-a5ce-98d6599e9b49,"2019-06-03 11:13:24"
120616,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c899f7fc-972d-488f-8bde-7b5434e77074,"2019-06-03 11:13:24"
120640,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:e401a99a-e69a-4732-96bb-9cd43af3186a,"2019-06-03 11:13:24"
120640,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:eeca2119-dabf-4c38-b81a-06746e38e882,"2019-06-03 11:13:24"
119251,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:69058455-a4f0-4a03-9820-98ae4f5920bd,"2019-06-03 11:13:24"
119251,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:81561923-af10-49e4-ac00-e307a0780809,"2019-06-03 11:13:24"
120618,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:46cf0df7-f39e-4bdf-887b-86fa03fcb97f,"2019-06-03 11:13:24"
120618,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:738014db-c4d9-4e60-b1ca-5aed96e1181a,"2019-06-03 11:13:24"
118918,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:22be7b54-c470-4be1-bd2f-04de23c393e6,"2019-06-03 11:13:24"
118918,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6002ff10-552b-407b-8a2b-68ac5c97672a,"2019-06-03 11:13:24"
118920,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:ce68e148-4c98-4101-a2a1-cbcd4dd91da5,"2019-06-03 11:13:24"
118920,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:10e2d69a-798d-4646-8d97-d8fdb022b516,"2019-06-03 11:13:24"
118929,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:89fe466e-f882-4f98-917e-d21dfc9d48f8,"2019-06-03 11:13:24"
118929,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:0103376b-ea68-45bf-9dd5-287cc2c6b049,"2019-06-03 11:13:24"
119268,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0e2de41f-e8fc-44a9-a442-c83493741d3e,"2019-06-03 11:13:24"
119268,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ace483dd-a473-4a15-8cc5-ebb3a1a6a0e4,"2019-06-03 11:13:24"
119277,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:462733c2-8083-4300-ae7e-d35ee379d462,"2019-06-03 11:13:24"
119277,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:25139614-1f39-4d76-b1e5-bca75a18f6af,"2019-06-03 11:13:24"
119273,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:247b216c-27ff-460f-ba98-5e3d1221a08b,"2019-06-03 11:13:24"
119273,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:f9e4ff64-9bc9-490e-8a6d-b266b5ac3c71,"2019-06-03 11:13:24"
119285,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:62610a30-fc2b-4eec-9fc1-62296fbf12fc,"2019-06-03 11:13:24"
119285,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e8c6147b-6b29-4058-8b64-6ef13952d969,"2019-06-03 11:13:24"
119280,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:74d51e27-0f77-4955-b8dc-9748346bef8b,"2019-06-03 11:13:24"
119280,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:dc9cf441-8686-4942-b760-ee864930a2ba,"2019-06-03 11:13:24"
119308,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:50e6a858-31e1-488c-9b9f-ce47584b8128,"2019-06-03 11:13:24"
119308,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:8a236703-fcc7-4208-a079-4880e95543c8,"2019-06-03 11:13:24"
119313,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:28e9c099-5415-4e8c-90ea-eb876a2d442e,"2019-06-03 11:13:24"
119313,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:69d6d969-4594-4d21-b7da-c30704f0918b,"2019-06-03 11:13:24"
118943,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:27c6f714-5045-4c11-8973-353a64e97a76,"2019-06-03 11:13:24"
118943,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:10b69caa-0143-4f49-89ad-e0a76f160f1a,"2019-06-03 11:13:24"
118925,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:5847a1b5-45a8-4999-87a8-7c328b6d10cb,"2019-06-03 11:13:24"
118925,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9c03bace-7227-4036-90a6-0fdeccf069df,"2019-06-03 11:13:24"
118893,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:bfe7778a-0ba4-47c3-950f-82262c989bf1,"2019-06-03 11:13:24"
118893,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:578c5a2b-eb21-4638-8e40-ebfccac92547,"2019-06-03 11:13:24"
118924,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:5b61dadb-3168-4d78-b294-1620df588ee8,"2019-06-03 11:13:24"
118924,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:82f6a3a5-75e3-4ac3-b9b7-6d941766629f,"2019-06-03 11:13:24"
118915,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:8f976a50-7439-43ef-8f83-d63e8ddc0d69,"2019-06-03 11:13:24"
118915,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:63848b68-3323-4446-bace-35aaefcd4ba0,"2019-06-03 11:13:24"
118887,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:58f0a60f-9fb8-433d-9517-9ee4e8a73d9e,"2019-06-03 11:13:24"
118887,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:aed5adf3-7c12-4e3b-9ba2-aced5646cde1,"2019-06-03 11:13:24"
118886,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:7a9a0eee-5e67-4658-a5a6-c2e0d16eb6c9,"2019-06-03 11:13:24"
118886,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:4463fff5-ddfc-4a28-8cd5-7fb79eb8b6c7,"2019-06-03 11:13:24"
118947,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:9e5fe99c-e5d4-48e2-a814-85e5cc4b1d01,"2019-06-03 11:13:24"
118947,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:8f73c156-a905-4abd-b010-b6f78860f8ba,"2019-06-03 11:13:24"
118933,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0a00fafe-23ab-460f-8836-003c4c06db02,"2019-06-03 11:13:24"
118933,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6dfd8c7e-eca1-413e-8cd4-c81303d3f59f,"2019-06-03 11:13:24"
118935,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:758d7131-a286-42dc-86ae-774490e43c3b,"2019-06-03 11:13:24"
118935,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9815b34b-71b9-4ccf-b913-e60b2be90e80,"2019-06-03 11:13:24"
120701,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:245ee6c8-cbea-48a5-bccc-b7a173bbedf1,"2019-06-03 11:13:24"
120701,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:58bcec93-4eaa-4d5e-8136-923b233013ba,"2019-06-03 11:13:24"
120695,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:1925f6a1-ec44-414c-b966-b70b8d6832c9,"2019-06-03 11:13:24"
120695,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7ac8f3d0-a910-43dd-89eb-950f6226123c,"2019-06-03 11:13:24"
120751,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:d106c562-adb6-4e50-bd59-4046c3b90c6d,"2019-06-03 11:13:24"
120751,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:94004727-7358-4f31-82f4-c3085065a1d3,"2019-06-03 11:13:24"
120739,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:56a4f8a3-f5b1-42c9-98dc-73a96e266ad2,"2019-06-03 11:13:24"
120739,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a9cb56e2-76d0-4169-adf5-04d56f5fc840,"2019-06-03 11:13:24"
119083,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:92f4824f-65ea-4c86-a364-cba8689c868e,"2019-06-03 11:13:24"
119083,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:0dcb0525-377b-4126-950e-345808951da1,"2019-06-03 11:13:24"
119108,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:e918477d-eddc-41a6-948b-a8be364d94bb,"2019-06-03 11:13:25"
119108,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:2f725fb2-5b12-4193-b2d7-c3f4df7d1547,"2019-06-03 11:13:25"
120723,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:912db0aa-e617-443f-adf2-39baeb8a3693,"2019-06-03 11:13:25"
120723,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:922d02f7-df01-4f4c-9358-1be55843aa1d,"2019-06-03 11:13:25"
120715,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:7e141237-388b-4033-9800-0a4b96a65d57,"2019-06-03 11:13:25"
120715,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:f5105af4-77f3-4de0-ae33-f5bc3140b85b,"2019-06-03 11:13:25"
119057,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:695cbaf2-644e-4c0c-ac58-77b7239516d7,"2019-06-03 11:13:25"
119057,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ef43c3bf-6d02-48bb-830c-ae650999752b,"2019-06-03 11:13:25"
119076,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:40fdcc7b-7286-4151-b91d-f8cf48542bf9,"2019-06-03 11:13:25"
119076,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:11c4a5a1-a592-4edc-a208-1762d7f8ec92,"2019-06-03 11:13:25"
120714,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:a52b527e-d668-4cdd-abb0-788ef07ca6fc,"2019-06-03 11:13:25"
120714,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:b04bc51b-3ae3-436c-8605-a8d48f96d557,"2019-06-03 11:13:25"
121108,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:67191a92-e154-4c99-9636-5a8696f6117a,"2019-06-03 11:13:25"
121108,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c0b3f649-975d-496b-95a4-0ca81bae234e,"2019-06-03 11:13:25"
120708,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:484a952c-5c9b-4403-b550-cdf6ae5059f3,"2019-06-03 11:13:25"
120708,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:4d3a790b-f036-418f-8034-cd2f4acc8d2b,"2019-06-03 11:13:25"
121087,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0ef4b920-ad3c-4182-bd4f-79202a7a2454,"2019-06-03 11:13:25"
121087,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7b37ab13-1b33-496b-ab1f-a129acec97e4,"2019-06-03 11:13:25"
120702,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:324847f1-dc48-4d9b-a91c-4a9bc30aaaae,"2019-06-03 11:13:25"
120702,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:dca54d5a-4017-46ea-9080-261692762b39,"2019-06-03 11:13:25"
119137,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0035d2f1-579b-4f8c-93af-dc5fb8de27bc,"2019-06-03 11:13:25"
119137,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e5dc3342-53f7-42e5-a595-0c3901cd974a,"2019-06-03 11:13:25"
119129,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:e73bd9bc-8926-4dca-ac3b-d10d0802f6ab,"2019-06-03 11:13:25"
119129,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7700a4ec-7bff-41fe-b18d-386a8b5cbc64,"2019-06-03 11:13:25"
119128,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:18d922ac-2c6f-4c1b-adc0-a8e02dc54003,"2019-06-03 11:13:25"
119128,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:bea62ba4-4f6c-4e28-9ccf-01fef87a2726,"2019-06-03 11:13:25"
119132,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0ff70371-4c90-4093-9d11-f2e4a021f6de,"2019-06-03 11:13:25"
119132,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:52b19e01-4ea4-4f2c-b1e7-f14760b032f2,"2019-06-03 11:13:25"
119122,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:c74f5d0d-8bf2-49d3-a008-e1a55727fb21,"2019-06-03 11:13:25"
119122,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7ee1a793-e39e-44f5-a81d-fc5cfe5e215b,"2019-06-03 11:13:25"
119123,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:fda30c1e-eddf-4e20-aa29-bf85a4b1e16e,"2019-06-03 11:13:25"
119123,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:fa282e2d-48b9-497b-a3dd-400f1266da66,"2019-06-03 11:13:25"
119134,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:570fe8ca-4deb-4ffd-a808-c0d261deb27f,"2019-06-03 11:13:25"
119134,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:21a50358-f405-4335-a329-6ae70ee98ad5,"2019-06-03 11:13:25"
120991,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:174b5aa2-0288-4ac4-94d2-59eb44cdd9b0,"2019-06-03 11:13:25"
120991,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9440f076-ed9d-4a1a-9416-02b4eed7f130,"2019-06-03 11:13:25"
120790,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:1508665e-9117-4ede-bf60-e5a69b9e17c8,"2019-06-03 11:13:25"
120790,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:308191fd-d9a0-43a6-a888-b852e0552f48,"2019-06-03 11:13:25"
120787,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:a38126ce-0ccf-4ebb-8fef-a04b0acdd204,"2019-06-03 11:13:25"
120787,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:50b48334-8fbf-43e1-83c6-a39f03e3e99a,"2019-06-03 11:13:25"
120758,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:d3424d31-4707-4efb-9942-7e5435cdf6a0,"2019-06-03 11:13:25"
120758,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:fed8fb43-2acf-44db-9b23-30edec13c216,"2019-06-03 11:13:25"
120770,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:8672a4f3-9cf5-432b-af56-1b1b996f8c43,"2019-06-03 11:13:25"
120770,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:fffbd670-dc5b-476b-a3b0-2ce7d337d284,"2019-06-03 11:13:25"
120776,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0489b07a-0367-488c-88cd-1850070a2e9d,"2019-06-03 11:13:25"
120776,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:98b2ec16-d4e5-4c3c-b945-28b4127d40b3,"2019-06-03 11:13:25"
120471,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:8136ae73-e150-4cb8-8b13-d3fed0bd1162,"2019-06-03 11:13:25"
120471,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:db8d4c84-84db-4c2c-99db-dd0ea07d260e,"2019-06-03 11:13:25"
120794,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:2108cdda-0c9b-45dc-b89f-467f2e2e36ba,"2019-06-03 11:13:25"
120794,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:3286f548-d4e2-42dc-a2c1-3a733ffa74f1,"2019-06-03 11:13:25"
120788,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:61a2241b-8e94-4416-801f-f78f2078b06d,"2019-06-03 11:13:25"
120788,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:99c89c80-cf78-4d7c-8b45-14bd363864c6,"2019-06-03 11:13:25"
120771,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:aee37a30-97a7-4298-9488-322fd7cc6d1e,"2019-06-03 11:13:25"
120771,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ea2c0fb6-4b9f-4a45-b7c5-ab17d74b3098,"2019-06-03 11:13:25"
120785,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:1a0ed5df-70ac-4d66-9331-0678563c23d3,"2019-06-03 11:13:25"
120785,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:884d3e43-bd38-4bb6-83c2-d1e252b60ec5,"2019-06-03 11:13:25"
120763,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:5423d86d-86d2-4504-b32c-7f42f4f63014,"2019-06-03 11:13:25"
120763,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:5c7e386a-9c12-4638-96c7-3e5a86a841a3,"2019-06-03 11:13:25"
120427,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:0c713247-cf3f-4801-b9e8-c0bde055b9fc,"2019-06-03 11:13:25"
120427,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a4483991-8cd6-4d31-8c09-4cd5aad7cce0,"2019-06-03 11:13:25"
120494,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:9a3a420d-5b4c-42c7-8fae-37c51a4a5434,"2019-06-03 11:13:25"
120494,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:98922d04-f850-4324-9020-a08935819534,"2019-06-03 11:13:25"
120490,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:c68eeb0b-e9fd-4122-aef5-9cd3ab0faafb,"2019-06-03 11:13:25"
120490,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d50ab0f0-9b07-4c52-91d8-2972096fa5d2,"2019-06-03 11:13:25"
120489,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:606e73f8-51de-49be-b00f-adb1c0df0565,"2019-06-03 11:13:25"
120489,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d0c4ce65-d45c-4884-9eb9-ca01b6c479f8,"2019-06-03 11:13:25"
120517,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:39f025fb-f11f-4b94-b6e5-9fa7238902f4,"2019-06-03 11:13:25"
120517,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:5134bfa4-cd8e-4086-bed9-0167a4bf82e6,"2019-06-03 11:13:25"
120535,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:a5c69838-9411-47b6-a335-a5f9c3c86734,"2019-06-03 11:13:25"
120535,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e0ef160f-2da9-4dbb-b749-a94003976591,"2019-06-03 11:13:25"
120550,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:317a3b08-c9a5-4636-b4d9-d97e702e8f20,"2019-06-03 11:13:25"
120550,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:178ac77e-6af1-4c58-a339-799aa62d85f3,"2019-06-03 11:13:25"
120551,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:ae85519c-8c01-490e-9a4b-c80794ed9b17,"2019-06-03 11:13:25"
120551,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6cc2feab-6825-41aa-ae68-31ac069f8e30,"2019-06-03 11:13:25"
120545,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:c9bb9909-a417-49c8-93a3-f314178e627d,"2019-06-03 11:13:25"
120545,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d8010681-49ac-47b6-81fe-c4436b729d28,"2019-06-03 11:13:25"
120537,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:54c6a3df-106e-46ca-bae1-252c97f54534,"2019-06-03 11:13:25"
120537,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ab3ecc36-33b8-418e-8e11-0698a3243bd2,"2019-06-03 11:13:25"
120503,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:3dbc7451-97c8-4e65-9715-308a6b7525b3,"2019-06-03 11:13:25"
120503,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:65daad0b-74f8-47f1-b14c-86786e1b4164,"2019-06-03 11:13:25"
120546,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:def49455-2b55-4117-971a-8a5726274cd0,"2019-06-03 11:13:25"
120546,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:4773cc78-9cc3-4f62-9340-a0d7a770a962,"2019-06-03 11:13:25"
120547,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:b69819df-0568-4ff1-b39c-40e7ebe53fa4,"2019-06-03 11:13:25"
120547,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:55ee6f5c-74f9-40cd-a572-982d050355bc,"2019-06-03 11:13:25"
120483,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:4445ccb9-e340-4c00-ad85-540aff555d83,"2019-06-03 11:13:25"
120483,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:03832550-2585-433b-84a6-8e4ef029574e,"2019-06-03 11:13:25"
120015,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:6a33a725-251f-4d2b-9a3c-21d5bfaec10d,"2019-06-03 11:13:25"
120015,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:941b8853-1477-4aa7-8672-70c5c646a5eb,"2019-06-03 11:13:25"
120027,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:08ee4f0d-d0a1-42ed-8013-92e310a1b7b0,"2019-06-03 11:13:25"
120027,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:1b8ecef6-3866-420d-8706-0c5cea25da9a,"2019-06-03 11:13:25"
120043,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:6dd6d142-fbd7-4f24-a4af-22b95c453afc,"2019-06-03 11:13:25"
120043,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ab13c4fa-53a7-4fd4-9bf6-82d1d5f2bf4a,"2019-06-03 11:13:25"
120003,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:e90ea301-350b-4b50-8cc5-b470074d61a3,"2019-06-03 11:13:25"
120003,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7ee1e255-20d9-4054-a9ff-452d3aeb0748,"2019-06-03 11:13:25"
120040,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:fbf8aa94-9f97-45fa-b742-9a8028481895,"2019-06-03 11:13:25"
120040,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e26491f5-5af6-4147-87fc-202eee229f59,"2019-06-03 11:13:25"
120009,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:7e0dd9c4-cd7f-4d58-9d87-9d802089a562,"2019-06-03 11:13:25"
120009,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a5578457-5dc8-468a-9429-2319fe03b347,"2019-06-03 11:13:25"
119982,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:2d098817-6a33-4873-b369-ab6e7b480e36,"2019-06-03 11:13:26"
119982,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:4b7245b9-2def-4212-ac7b-93158d7c37f9,"2019-06-03 11:13:26"
120032,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:f20da652-d365-44bf-89ec-4fc2be0ba549,"2019-06-03 11:13:26"
120032,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:cbf2ad5d-5999-4c91-9de5-a6981570aa7d,"2019-06-03 11:13:26"
120456,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:20b33fb1-a53d-4681-9076-291643431c04,"2019-06-03 11:13:26"
120456,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:34156166-91bb-4b7e-b887-c039115ae3f9,"2019-06-03 11:13:26"
120454,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:313e7ed0-64d8-4247-af26-01205463e141,"2019-06-03 11:13:26"
120454,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:86d5ad54-d675-4f18-bf6c-af4d444a1650,"2019-06-03 11:13:26"
124136,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:f787d3d3-8938-4add-a3e8-0b463a325512,"2019-06-03 11:13:26"
124136,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e20fca3a-ac84-4370-8772-231621cc9921,"2019-06-03 11:13:26"
